CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
RNR-051,RNR,051,RNR 051,International Academy Holding Course,"Course created per request from the International Academy to create a zero unit, zero charge course for the purpose of enabling services for the student population. This course serves the popuation that has successfully completed RNR-050. Tuition is paid directly to the Academy.",,,False,,0,,,,{},,
RUSS-120,RUSS,120,RUSS 120,Beginning Russian I,"Introduction to the Russian language with emphasis on basic conversational skills, major points of grammar and reading.",,,False,,4,,,,{'alert': ['Note:Students with previous exposure to Russian must take a placement exam. D-clearance available atlanguage.usc.edu']},,
RUSS-150,RUSS,150,RUSS 150,Beginning Russian II,Continuation of RUSS 120.,,,False,,4,(RUSS 120 or SLL 120),,,{'prereq': ['Prerequisite:1 from (RUSS 120orSLL 120)']},,
RUSS-220,RUSS,220,RUSS 220,Intermediate Russian I,Development of thematic conversational skills with emphasis on extended dialogue. Review of basic morphology with special attention to verbs of motion. Reading of authentic material is emphasized.,,,False,,4,(RUSS 150 or SLL 150),,,{'prereq': ['Prerequisite:1 from (RUSS 150orSLL 150)']},,
RUSS-250,RUSS,250,RUSS 250,Intermediate Russian II,"Continuation of RUSS 220. Development of proficiency in conversation skills, reading and writing.",,,False,,4,(RUSS 220 or SLL 220),,,{'prereq': ['Prerequisite:1 from (RUSS 220orSLL 220)']},,
RUSS-310,RUSS,310,RUSS 310,Advanced Russian in Popular Culture,"Advanced conversation, reading, grammar and topical analysis of Russian press, films and other popular sources. Conducted in Russian.",,,False,,4,(RUSS 250 or SLL 250),,,{'prereq': ['Prerequisite:1 from (RUSS 250orSLL 250)']},,
SLL-122,SLL,122,SLL 122,Elementary Polish I,"Structure of the language, pronunciation, basic communication, and reading in modern Polish.",,,False,,4,,,,{},,
SLL-199,SLL,199,SLL 199,Chess and Critical Thinking,"Analysis of significant chess games, reflecting societal attitudes towards science, competition, art, gender, psychology, politics, and technology. Graded CR/NC.",,,False,,2,,,,{},,
SLL-222,SLL,222,SLL 222,Readings in Polish Literature I,Continuation of elementary Polish and introduction to outstanding works in Polish literature. Prerequisite: 122 and 152.,,,False,,4,SLL 152,,,{'prereq': ['Prerequisite:SLL 152']},,
SLL-330,SLL,330,SLL 330gp,Russian Thought and Civilization,"Russian cultural identity from its beginnings until today. The Eastern Orthodox tradition, its traumatic confrontation with Western culture, and their continuous interaction.",B,H,False,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""]}",,
SLL-500,SLL,500,SLL 500,Topics in Advanced Russian,Study of Russian required for graduate work and professional activities.,,,False,"2.0 units, max 8",,,,,{},,
SLL-501,SLL,501,SLL 501,Proseminar in Russian Literature,"Introduction to graduate study of Russian literature; research methods, bibliography, transliteration, development of critical writing skills.",,,False,,3,,,,{},,
SLL-516,SLL,516,SLL 516,Structure of Modern Russian,"Covers fundamental aspects of the linguistic structure of modern Russian. Examines linguistic and pedagogical approaches to the analysis of morphology, syntax, phonetics and vocabulary.",,,False,,3,,,,{},,
SLL-523,SLL,523,SLL 523x,Methods of Teaching Russian as a Foreign Language,"Introduces future Assistant Lecturers to the communicative method of teaching Russian and focuses on theories and methods of teaching the language, as well as key concepts of second language acquisition.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Slavic Languages and Literature', 'Restriction:Registration open to the following class level(s): Doctoral Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SLL-555,SLL,555,SLL 555,Soviet Literature I,Survey of the major writers and literary schools of Soviet literature in the crucial period from the Revolution to the death of Stalin.,,,False,,3,,,,{},,
SLL-590,SLL,590,SLL 590,Directed Research,Research leading to the Master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
SLL-790,SLL,790,SLL 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
SLL-794A,SLL,794A,SLL 794a,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC,,,False,,2,,,,{},,
SLL-794B,SLL,794B,SLL 794b,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC,,,False,,2,SLL 794A,,,{'prereq': ['Prerequisite:SLL 794A']},,
SLL-794C,SLL,794C,SLL 794c,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC,,,False,,2,SLL 794B,,,{'prereq': ['Prerequisite:SLL 794B']},,
SLL-794D,SLL,794D,SLL 794d,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC,,,False,,2,SLL 794C,,,{'prereq': ['Prerequisite:SLL 794C']},,
SLL-794Z,SLL,794Z,SLL 794z,Doctoral Dissertation,Credit on acceptance of dissertation. Graded IP/CR/NC,,,False,,0,SLL 794D,,,{'prereq': ['Prerequisite:SLL 794D']},,
SMGT-500,SMGT,500,SMGT 500,Introduction to Sustainability,"History and evolution of sustainability, including definitions, models and policies relevant to current global sustainability and advocacy.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-505,SMGT,505,SMGT 505,Sustainability Fundamentals,"Evolution of business sustainability; environmental, social and governance (ESG) performance; and the United Nations Sustainable Development Goals (SDGs).",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-510,SMGT,510,SMGT 510,Business Strategy for a Sustainable World,"Business strategies, practices, and performance metrics that champion sustainability as part of organizational purpose.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-515,SMGT,515,SMGT 515,Leading Organizational Transformation for Sustainability,"Organizational transformation through integration of sustainability into values, culture, leadership, talent, workflow and strategy.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-520,SMGT,520,SMGT 520,Sustainable Supply and Global Value Chains,"Sustainable management of supply chains and global value chains to increase benefits to business, the environment and society.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-525,SMGT,525,SMGT 525,The Circular Economy and Sustainable Design,Interrelationship of circular economy and sustainable design strategies to reduce waste and negative social and environmental impacts.,,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-530,SMGT,530,SMGT 530,Sustainable Finance and Capital Markets,Sustainable investment and finance strategies for both investors and companies.,,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-535,SMGT,535,SMGT 535,Business Strategies for Addressing Climate Change,Principles of climate science and the role of business in mitigating the effects of a changing climate.,,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-550,SMGT,550,SMGT 550,Sustainability Metrics and Reporting,"Strategies for organizations to identify, measure and report on prioritized sustainability issues.",,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SMGT-555,SMGT,555,SMGT 555,Sustainability Management Strategy Capstone,Knowledge and skills gained throughout the Sustainability Management program are synthesized in a culminating capstone project.,,,False,,2,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Sustainability Management', 'Restriction:Registration open to the following class level(s): Master Student', 'Restriction:Registration open to the following school(s): Dana and David Dornsife College of Letters, Arts and Sciences']}",,
SOCI-155,SOCI,155,SOCI 155mg,Immigrant America,"Examination of the immigrant experience in the United States. Comparative analysis of social context of migration, formation of immigrant communities, and social integration of immigrants.",C,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'multicultural': [""Diversity:This course satisfies the university's diversity requirement.""]}",,
SOCI-200,SOCI,200,SOCI 200mg,Introduction to Sociology,"Basic concepts of sociology with special reference to group life,social institutions, and social processes.",C,,True,,4,,,,"{'generaleducation': [""General Education:This course satisfies the university's general education requirement.""], 'multicultural': [""Diversity:This course satisfies the university's diversity requirement.""], 'alert': ['Note:Register for lecture and one discussion This course carries GE credit but it is intended for a specific group of students rather than a general student audience. Sociology majors and minors can obtain D-clearance through their advisors.']}",,
